COMUNIDAD AUTÓNOMA,PROVINCIA,MUNICIPIO,PARTIDO POLITICO MUNICIPAL,FECHA POSESIÓN,FECHA BAJA
Galicia,Ourense                                           ,CORTEGADA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,CORTEGADA,PP,14/06/2003,
Galicia,"Coruña, A                                         ",CORUÑA (A),PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",CORUÑA (A),PSOE,14/06/2003,13/03/2006
Galicia,"Coruña, A                                         ",CORUÑA (A),PSOE,24/03/2006,
Galicia,Lugo                                              ,COSPEITO,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,COSPEITO,PP,14/06/2003,
Galicia,Pontevedra                                        ,COTOBADE,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,COTOBADE,PSOE,14/06/2003,
Galicia,Pontevedra                                        ,COVELO,PP,14/06/2003,
Galicia,Pontevedra                                        ,COVELO (O),PP,03/07/1999,
Galicia,Pontevedra                                        ,CRECENTE,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,CRECENTE,PP,14/06/2003,
Galicia,Ourense                                           ,CUALEDRO,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,CUALEDRO,PP,14/06/2003,16/10/2006
Galicia,Ourense                                           ,CUALEDRO,PP,16/10/2006,
Galicia,"Coruña, A                                         ",CULLEREDO,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",CULLEREDO,PSOE,14/06/2003,
Galicia,Pontevedra                                        ,CUNTIS,PSOE,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,CUNTIS,PSOE,14/06/2003,08/07/2005
Galicia,Pontevedra                                        ,CUNTIS,PSOE,08/07/2005,
Galicia,"Coruña, A                                         ",CURTIS,PSOE,03/07/1999,04/07/2001
Galicia,"Coruña, A                                         ",CURTIS,IND,07/07/2001,14/06/2003
Galicia,"Coruña, A                                         ",CURTIS,PP,14/06/2003,
Galicia,"Coruña, A",Cabana de Bergantiños,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Cabana de Bergantiños,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Cabana de Bergantiños,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Cabana de Bergantiños,PP,15/06/2019,
Galicia,"Coruña, A",Cabanas,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Cabanas,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Cabanas,PP,13/06/2015,27/02/2019
Galicia,"Coruña, A",Cabanas,PP,07/03/2019,15/06/2019
Galicia,"Coruña, A",Cabanas,PSOE,15/06/2019,
Galicia,Pontevedra,Caldas de Reis,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Caldas de Reis,PSOE,11/06/2011,03/07/2015
Galicia,Pontevedra,Caldas de Reis,PSOE,03/07/2015,15/06/2019
Galicia,Pontevedra,Caldas de Reis,PSOE,15/06/2019,
Galicia,Ourense,Calvos de Randín,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Calvos de Randín,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Calvos de Randín,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Calvos de Randín,PSOE,15/06/2019,
Galicia,"Coruña, A",Camariñas,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Camariñas,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Camariñas,PSOE,13/06/2015,24/08/2018
Galicia,"Coruña, A",Camariñas,PSOE,04/09/2018,15/06/2019
Galicia,"Coruña, A",Camariñas,PSOE,15/06/2019,
Galicia,Pontevedra,Cambados,PP,16/06/2007,30/04/2009
Galicia,Pontevedra,Cambados,PP,09/05/2009,11/06/2011
Galicia,Pontevedra,Cambados,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Cambados,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Cambados,PSOE,15/06/2019,11/01/2022
Galicia,Pontevedra,Cambados,PSOE,15/01/2022,
Galicia,"Coruña, A",Cambre,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Cambre,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Cambre,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Cambre,OTROS,15/06/2019,
Galicia,Pontevedra,Campo Lameiro,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Campo Lameiro,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Campo Lameiro,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Campo Lameiro,PP,15/06/2019,
Galicia,Pontevedra,Cangas,BNG,16/06/2007,11/06/2011
Galicia,Pontevedra,Cangas,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Cangas,OTROS,13/06/2015,15/06/2019
Galicia,Pontevedra,Cangas,C. ELECTORAL,15/06/2019,25/01/2021
Galicia,Pontevedra,Cangas,C. ELECTORAL,13/02/2021,
Galicia,"Coruña, A","Capela, A",PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A","Capela, A",PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A","Capela, A",PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A","Capela, A",PSOE,15/06/2019,
Galicia,Ourense,Carballeda de Avia,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Carballeda de Avia,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Carballeda de Avia,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Carballeda de Avia,PSOE,15/06/2019,
Galicia,Ourense,Carballeda de Valdeorras,OTROS,16/06/2007,11/06/2011
Galicia,Ourense,Carballeda de Valdeorras,PP,11/06/2011,13/06/2015
Galicia,Ourense,Carballeda de Valdeorras,PP,13/06/2015,15/06/2019
Galicia,Ourense,Carballeda de Valdeorras,PP,15/06/2019,
Galicia,Lugo,Carballedo,PP,16/06/2007,11/06/2011
Galicia,Lugo,Carballedo,PP,11/06/2011,13/06/2015
Galicia,Lugo,Carballedo,PP,13/06/2015,15/06/2019
Galicia,Lugo,Carballedo,PP,15/06/2019,
Galicia,Ourense,"Carballiño, O",PSOE,16/06/2007,11/06/2011
Galicia,Ourense,"Carballiño, O",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Carballiño, O",PSOE,13/06/2015,15/06/2019
Galicia,Ourense,"Carballiño, O",PSOE,15/06/2019,
Galicia,"Coruña, A",Carballo,BNG,16/06/2007,01/07/2011
Galicia,"Coruña, A",Carballo,BNG,01/07/2011,13/06/2015
Galicia,"Coruña, A",Carballo,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",Carballo,BNG,15/06/2019,
Galicia,"Coruña, A",Cariño,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Cariño,BNG,11/06/2011,13/06/2015
Galicia,"Coruña, A",Cariño,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Cariño,PSOE,15/06/2019,
Galicia,"Coruña, A",Carnota,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Carnota,BNG,11/06/2011,13/06/2015
Galicia,"Coruña, A",Carnota,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",Carnota,PSOE,15/06/2019,
Galicia,"Coruña, A",Carral,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Carral,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Carral,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Carral,OTROS,15/06/2019,
Galicia,Ourense,Cartelle,PP,16/06/2007,11/06/2011
Galicia,Ourense,Cartelle,PP,11/06/2011,13/06/2015
Galicia,Ourense,Cartelle,PP,13/06/2015,22/05/2017
Galicia,Ourense,Cartelle,PP,03/06/2017,15/06/2019
Galicia,Ourense,Cartelle,PP,15/06/2019,
Galicia,Ourense,Castrelo de Miño,BNG,06/07/2007,11/06/2011
Galicia,Ourense,Castrelo de Miño,BNG,11/06/2011,13/06/2015
Galicia,Ourense,Castrelo de Miño,BNG,13/06/2015,15/06/2019
Galicia,Ourense,Castrelo de Miño,BNG,15/06/2019,11/08/2020
Galicia,Ourense,Castrelo de Miño,PP,11/08/2020,
Galicia,Ourense,Castrelo do Val,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Castrelo do Val,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Castrelo do Val,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Castrelo do Val,PSOE,15/06/2019,
Galicia,Ourense,Castro Caldelas,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Castro Caldelas,PSOE,11/06/2011,31/10/2014
Galicia,Ourense,Castro Caldelas,PSOE,31/10/2014,13/06/2015
Galicia,Ourense,Castro Caldelas,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Castro Caldelas,PSOE,15/06/2019,
Galicia,Lugo,Castro de Rei,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Castro de Rei,PP,11/06/2011,13/06/2015
Galicia,Lugo,Castro de Rei,PP,13/06/2015,15/06/2019
Galicia,Lugo,Castro de Rei,PP,15/06/2019,
Galicia,Lugo,Castroverde,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Castroverde,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Castroverde,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Castroverde,PSOE,15/06/2019,
Galicia,Pontevedra,Catoira,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Catoira,PSOE,11/06/2011,13/06/2015
Galicia,Pontevedra,Catoira,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Catoira,BNG,15/06/2019,22/05/2020
Galicia,Pontevedra,Catoira,PSOE,09/06/2020,
Galicia,Pontevedra,"Cañiza, A",PP,16/06/2007,11/06/2011
Galicia,Pontevedra,"Cañiza, A",PP,11/06/2011,13/06/2015
Galicia,Pontevedra,"Cañiza, A",PP,13/06/2015,15/06/2019
Galicia,Pontevedra,"Cañiza, A",PSOE,15/06/2019,
Galicia,"Coruña, A",Cedeira,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Cedeira,PP,11/06/2011,05/12/2013
Galicia,"Coruña, A",Cedeira,PP,26/12/2013,13/06/2015
Galicia,"Coruña, A",Cedeira,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Cedeira,PSOE,15/06/2019,
Galicia,"Coruña, A",Cee,OTROS,16/06/2007,11/06/2011
Galicia,"Coruña, A",Cee,IND,11/06/2011,01/03/2012
Galicia,"Coruña, A",Cee,PP,01/03/2012,13/06/2015
Galicia,"Coruña, A",Cee,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Cee,PSOE,15/06/2019,
Galicia,Ourense,Celanova,PP,16/06/2007,11/06/2011
Galicia,Ourense,Celanova,PP,11/06/2011,15/09/2012
Galicia,Ourense,Celanova,PP,25/09/2012,13/06/2015
Galicia,Ourense,Celanova,PP,13/06/2015,15/06/2019
Galicia,Ourense,Celanova,OTROS,15/06/2019,
Galicia,Ourense,Cenlle,PP,16/06/2007,11/06/2011
Galicia,Ourense,Cenlle,PP,11/06/2011,13/06/2015
Galicia,Ourense,Cenlle,PP,13/06/2015,15/06/2019
Galicia,Ourense,Cenlle,PP,15/06/2019,02/03/2020
Galicia,Ourense,Cenlle,PP,02/03/2020,14/10/2022
Galicia,Ourense,Cenlle,PP,14/10/2022,
Galicia,"Coruña, A",Cerceda,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Cerceda,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Cerceda,PSOE,13/06/2015,27/02/2019
Galicia,"Coruña, A",Cerceda,PSOE,27/02/2019,15/06/2019
Galicia,"Coruña, A",Cerceda,PSOE,15/06/2019,29/01/2020
Galicia,"Coruña, A",Cerceda,PSOE,12/02/2020,
Galicia,Pontevedra,Cerdedo,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Cerdedo,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Cerdedo,PP,13/06/2015,22/08/2016
Galicia,Pontevedra,Cerdedo,PP,22/08/2016,18/10/2016
Galicia,Pontevedra,Cerdedo-Cotobade,PP,18/10/2016,15/06/2019
Galicia,Pontevedra,Cerdedo-Cotobade,PP,15/06/2019,
Galicia,"Coruña, A",Cerdido,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Cerdido,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Cerdido,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Cerdido,PSOE,15/06/2019,
Galicia,Lugo,Cervantes,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Cervantes,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Cervantes,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Cervantes,PSOE,15/06/2019,
Galicia,Lugo,Cervo,PP,16/06/2007,11/06/2011
Galicia,Lugo,Cervo,PP,11/06/2011,13/06/2015
Galicia,Lugo,Cervo,PP,13/06/2015,15/06/2019
Galicia,Lugo,Cervo,PP,15/06/2019,
Galicia,"Coruña, A",Cesuras,PP,16/06/2007,21/02/2008
Galicia,"Coruña, A",Cesuras,PP,04/03/2008,11/06/2011
Galicia,"Coruña, A",Cesuras,PP,11/06/2011,13/05/2013
Galicia,"Coruña, A",Cesuras,PP,13/05/2013,14/06/2013
Galicia,Ourense,Chandrexa de Queixa,PP,16/06/2007,11/06/2011
Galicia,Ourense,Chandrexa de Queixa,PP,11/06/2011,13/06/2015
Galicia,Ourense,Chandrexa de Queixa,PP,13/06/2015,15/06/2019
Galicia,Ourense,Chandrexa de Queixa,PP,15/06/2019,
Galicia,Lugo,Chantada,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Chantada,IND,11/06/2011,13/06/2015
Galicia,Lugo,Chantada,OTROS,13/06/2015,15/06/2019
Galicia,Lugo,Chantada,PP,15/06/2019,
Galicia,"Coruña, A",Coirós,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Coirós,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Coirós,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Coirós,PP,15/06/2019,
Galicia,Ourense,Coles,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Coles,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Coles,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Coles,PSOE,15/06/2019,
Galicia,"Coruña, A",Corcubión,BNG,16/06/2007,07/04/2008
Galicia,"Coruña, A",Corcubión,PSOE,16/04/2008,11/06/2011
Galicia,"Coruña, A",Corcubión,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Corcubión,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Corcubión,PSOE,15/06/2019,
Galicia,Lugo,"Corgo, O",PP,16/06/2007,11/06/2011
Galicia,Lugo,"Corgo, O",PP,11/06/2011,13/06/2015
Galicia,Lugo,"Corgo, O",PP,13/06/2015,15/06/2019
Galicia,Lugo,"Corgo, O",PP,15/06/2019,
Galicia,"Coruña, A",Coristanco,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Coristanco,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Coristanco,OTROS,13/06/2015,23/08/2017
Galicia,"Coruña, A",Coristanco,PSOE,23/08/2017,25/08/2017
Galicia,"Coruña, A",Coristanco,N.ADS.,25/08/2017,15/06/2019
Galicia,"Coruña, A",Coristanco,PP,15/06/2019,
Galicia,Ourense,Cortegada,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Cortegada,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Cortegada,PP,13/06/2015,15/06/2019
Galicia,Ourense,Cortegada,PP,15/06/2019,
Galicia,"Coruña, A","Coruña, A",PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A","Coruña, A",PP,11/06/2011,13/06/2015
Galicia,"Coruña, A","Coruña, A",OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A","Coruña, A",PSOE,15/06/2019,
Galicia,Lugo,Cospeito,PP,16/06/2007,11/06/2011
Galicia,Lugo,Cospeito,PP,11/06/2011,13/06/2015
Galicia,Lugo,Cospeito,PP,13/06/2015,15/06/2019
Galicia,Lugo,Cospeito,PP,15/06/2019,
Galicia,Pontevedra,Cotobade,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Cotobade,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Cotobade,PP,13/06/2015,18/10/2016
Galicia,Pontevedra,Covelo,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Covelo,PP,11/06/2011,11/11/2014
Galicia,Pontevedra,Covelo,PP,27/11/2014,13/06/2015
Galicia,Pontevedra,Covelo,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Covelo,PP,15/06/2019,
Galicia,Pontevedra,Crecente,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Crecente,PP,11/06/2011,15/01/2014
Galicia,Pontevedra,Crecente,PP,24/01/2014,13/06/2015
Galicia,Pontevedra,Crecente,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Crecente,PP,15/06/2019,
Galicia,Ourense,Cualedro,PP,16/06/2007,11/06/2011
Galicia,Ourense,Cualedro,PP,11/06/2011,13/06/2015
Galicia,Ourense,Cualedro,PP,13/06/2015,15/06/2019
Galicia,Ourense,Cualedro,PP,15/06/2019,
Galicia,"Coruña, A",Culleredo,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Culleredo,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Culleredo,PSOE,13/06/2015,26/10/2017
Galicia,"Coruña, A",Culleredo,PSOE,07/11/2017,15/06/2019
Galicia,"Coruña, A",Culleredo,PSOE,15/06/2019,
Galicia,Pontevedra,Cuntis,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Cuntis,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Cuntis,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Cuntis,PSOE,15/06/2019,
Galicia,"Coruña, A",Curtis,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Curtis,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Curtis,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Curtis,PP,15/06/2019,
Galicia,"Coruña, A                                         ",DODRO,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",DODRO,PP,14/06/2003,
Galicia,Pontevedra                                        ,DOZON,PP,03/07/1999,
Galicia,Pontevedra                                        ,DOZÓN,PP,14/06/2003,
Galicia,"Coruña, A                                         ",DUMBRIA,PSOE,03/07/1999,
Galicia,"Coruña, A                                         ",DUMBRÍA,PSOE,14/06/2003,
Galicia,"Coruña, A",Dodro,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Dodro,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Dodro,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Dodro,PSOE,15/06/2019,
Galicia,Pontevedra,Dozón,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Dozón,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Dozón,PP,13/06/2015,29/11/2015
Galicia,Pontevedra,Dozón,N.ADS.,29/11/2015,15/06/2019
Galicia,Pontevedra,Dozón,PP,15/06/2019,29/06/2020
Galicia,Pontevedra,Dozón,PP,13/07/2020,
Galicia,"Coruña, A",Dumbría,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Dumbría,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Dumbría,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Dumbría,PSOE,15/06/2019,
Galicia,Ourense                                           ,ENTRIMO,PP,23/07/1999,14/06/2003
Galicia,Ourense                                           ,ENTRIMO,PSOE,14/06/2003,
Galicia,Ourense                                           ,ESGOS,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,ESGOS,PP,14/06/2003,
Galicia,Pontevedra                                        ,ESTRADA (A),PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,ESTRADA (A),PP,14/06/2003,
Galicia,Ourense,Entrimo,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Entrimo,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Entrimo,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Entrimo,PSOE,15/06/2019,
Galicia,Ourense,Esgos,PP,16/06/2007,11/06/2011
Galicia,Ourense,Esgos,PP,11/06/2011,13/06/2015
Galicia,Ourense,Esgos,PP,13/06/2015,15/06/2019
Galicia,Ourense,Esgos,PP,15/06/2019,
Galicia,Pontevedra,"Estrada, A",PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,"Estrada, A",PP,11/06/2011,13/06/2015
Galicia,Pontevedra,"Estrada, A",PP,13/06/2015,15/06/2019
Galicia,Pontevedra,"Estrada, A",PP,15/06/2019,
Galicia,"Coruña, A                                         ",FENE,BNG,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",FENE,BNG,14/06/2003,
Galicia,"Coruña, A                                         ",FERROL,BNG,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",FERROL,PP,14/06/2003,
Galicia,"Coruña, A                                         ",FISTERRA,PP,03/07/1999,09/10/2002
Galicia,"Coruña, A                                         ",FISTERRA,PP,22/10/2002,15/11/2003
Galicia,"Coruña, A                                         ",FISTERRA,PP,15/11/2003,
Galicia,Lugo                                              ,FOLGOSO DO COUREL,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,FOLGOSO DO COUREL,PSOE,14/06/2003,
Galicia,Lugo                                              ,FONSAGRADA (A),IND,03/07/1999,14/06/2003
Galicia,Lugo                                              ,FONSAGRADA (A),PSOE,14/06/2003,
Galicia,Pontevedra                                        ,FORCAREI,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,FORCAREI,PP,14/06/2003,
Galicia,Pontevedra                                        ,FORNELOS DE MONTES,PSOE,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,FORNELOS DE MONTES,PSOE,14/06/2003,
Galicia,Lugo                                              ,FOZ,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,FOZ,PSOE,14/06/2003,
Galicia,"Coruña, A                                         ",FRADES,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",FRADES,PP,14/06/2003,
Galicia,Lugo                                              ,FRIOL,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,FRIOL,PP,14/06/2003,
Galicia,"Coruña, A",Fene,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Fene,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Fene,BNG,13/06/2015,06/04/2018
Galicia,"Coruña, A",Fene,PP,06/04/2018,15/06/2019
Galicia,"Coruña, A",Fene,PP,15/06/2019,07/02/2020
Galicia,"Coruña, A",Fene,BNG,07/02/2020,
Galicia,"Coruña, A",Ferrol,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Ferrol,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Ferrol,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Ferrol,PSOE,15/06/2019,
Galicia,"Coruña, A",Fisterra,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Fisterra,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Fisterra,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Fisterra,PSOE,15/06/2019,
Galicia,Lugo,Folgoso do Courel,PSOE,16/06/2007,24/10/2009
Galicia,Lugo,Folgoso do Courel,N.ADS.,24/10/2009,11/06/2011
Galicia,Lugo,Folgoso do Courel,PP,11/06/2011,13/06/2015
Galicia,Lugo,Folgoso do Courel,PP,13/06/2015,15/06/2019
Galicia,Lugo,Folgoso do Courel,PP,15/06/2019,
Galicia,Lugo,"Fonsagrada, A",PSOE,16/06/2007,11/06/2011
Galicia,Lugo,"Fonsagrada, A",PSOE,11/06/2011,13/06/2015
Galicia,Lugo,"Fonsagrada, A",PSOE,13/06/2015,15/06/2019
Galicia,Lugo,"Fonsagrada, A",PSOE,15/06/2019,
Galicia,Pontevedra,Forcarei,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Forcarei,PP,11/06/2011,29/01/2012
Galicia,Pontevedra,Forcarei,PP,09/02/2012,13/06/2015
Galicia,Pontevedra,Forcarei,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Forcarei,PSOE,15/06/2019,
Galicia,Pontevedra,Fornelos de Montes,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Fornelos de Montes,PSOE,11/06/2011,13/06/2015
Galicia,Pontevedra,Fornelos de Montes,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Fornelos de Montes,PSOE,15/06/2019,
Galicia,Lugo,Foz,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Foz,PP,11/06/2011,13/06/2015
Galicia,Lugo,Foz,PP,13/06/2015,15/06/2019
Galicia,Lugo,Foz,PSOE,15/06/2019,
Galicia,"Coruña, A",Frades,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Frades,PP,11/06/2011,15/09/2012
Galicia,"Coruña, A",Frades,PP,22/09/2012,13/06/2015
Galicia,"Coruña, A",Frades,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Frades,PP,15/06/2019,
Galicia,Lugo,Friol,PP,16/06/2007,11/06/2011
Galicia,Lugo,Friol,PP,11/06/2011,13/06/2015
Galicia,Lugo,Friol,PP,13/06/2015,15/06/2019
Galicia,Lugo,Friol,PP,15/06/2019,
Galicia,Ourense                                           ,GOMESENDE,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,GOMESENDE,PP,14/06/2003,
Galicia,Pontevedra                                        ,GONDOMAR,PP,03/07/1999,04/07/2003
Galicia,Pontevedra                                        ,GONDOMAR,PP,04/07/2003,
Galicia,Pontevedra                                        ,GROVE (O),PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,GROVE (O),PP,14/06/2003,
Galicia,Pontevedra                                        ,GUARDA (A),PSOE,03/07/1999,13/07/2000
Galicia,Pontevedra                                        ,GUARDA (A),PP,13/07/2000,14/06/2003
Galicia,Pontevedra                                        ,GUARDA (A),PP,14/06/2003,
Galicia,Ourense                                           ,GUDIÑA (A),PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,GUDIÑA (A),PP,14/06/2003,
Galicia,Lugo                                              ,GUITIRIZ,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,GUITIRIZ,PSOE,14/06/2003,
Galicia,Lugo                                              ,GUNTIN,PP,03/07/1999,
Galicia,Lugo                                              ,GUNTÍN,PP,14/06/2003,
Galicia,Ourense,Gomesende,OTROS,16/06/2007,11/06/2011
Galicia,Ourense,Gomesende,PP,11/06/2011,13/06/2015
Galicia,Ourense,Gomesende,PP,13/06/2015,15/06/2019
Galicia,Ourense,Gomesende,PP,15/06/2019,
Galicia,Pontevedra,Gondomar,BNG,16/06/2007,07/07/2009
Galicia,Pontevedra,Gondomar,PP,07/07/2009,11/06/2011
Galicia,Pontevedra,Gondomar,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Gondomar,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Gondomar,PSOE,15/06/2019,
Galicia,Pontevedra,"Grove, O",PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,"Grove, O",PP,11/06/2011,13/06/2015
Galicia,Pontevedra,"Grove, O",PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,"Grove, O",PSOE,15/06/2019,
Galicia,Pontevedra,"Guarda, A",PSOE,17/06/2007,11/06/2011
Galicia,Pontevedra,"Guarda, A",PSOE,11/06/2011,13/06/2015
