COMUNIDAD AUTÓNOMA,PROVINCIA,MUNICIPIO,PARTIDO POLITICO MUNICIPAL,FECHA POSESIÓN,FECHA BAJA
Galicia,Pontevedra,Redondela,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Redondela,PSOE,15/06/2019,
Galicia,"Coruña, A",Rianxo,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Rianxo,BNG,11/06/2011,13/06/2015
Galicia,"Coruña, A",Rianxo,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",Rianxo,BNG,15/06/2019,
Galicia,Ourense,Ribadavia,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Ribadavia,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Ribadavia,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Ribadavia,PP,15/06/2019,23/02/2021
Galicia,Ourense,Ribadavia,PSOE,23/02/2021,
Galicia,Lugo,Ribadeo,BNG,16/06/2007,11/06/2011
Galicia,Lugo,Ribadeo,BNG,11/06/2011,13/06/2015
Galicia,Lugo,Ribadeo,BNG,13/06/2015,15/06/2019
Galicia,Lugo,Ribadeo,BNG,15/06/2019,
Galicia,Pontevedra,Ribadumia,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Ribadumia,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Ribadumia,OTROS,13/06/2015,15/06/2019
Galicia,Pontevedra,Ribadumia,IND,15/06/2019,
Galicia,Lugo,Ribas de Sil,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Ribas de Sil,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Ribas de Sil,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Ribas de Sil,PSOE,15/06/2019,
Galicia,"Coruña, A",Ribeira,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Ribeira,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Ribeira,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Ribeira,PP,15/06/2019,
Galicia,Lugo,Ribeira de Piquín,PP,16/06/2007,11/06/2011
Galicia,Lugo,Ribeira de Piquín,PP,11/06/2011,13/06/2015
Galicia,Lugo,Ribeira de Piquín,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Ribeira de Piquín,PSOE,15/06/2019,
Galicia,Lugo,Riotorto,BNG,16/06/2007,11/06/2011
Galicia,Lugo,Riotorto,BNG,11/06/2011,13/06/2015
Galicia,Lugo,Riotorto,PP,13/06/2015,15/06/2019
Galicia,Lugo,Riotorto,PP,15/06/2019,
Galicia,Ourense,Riós,PP,16/06/2007,11/06/2011
Galicia,Ourense,Riós,PP,11/06/2011,13/06/2015
Galicia,Ourense,Riós,PP,13/06/2015,15/06/2019
Galicia,Ourense,Riós,PP,15/06/2019,23/04/2022
Galicia,Ourense,Riós,PP,23/04/2022,
Galicia,Pontevedra,Rodeiro,OTROS,16/06/2007,09/06/2009
Galicia,Pontevedra,Rodeiro,PSOE,09/06/2009,11/06/2011
Galicia,Pontevedra,Rodeiro,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Rodeiro,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Rodeiro,PP,15/06/2019,11/02/2021
Galicia,Pontevedra,Rodeiro,PP,06/03/2021,
Galicia,"Coruña, A",Rois,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Rois,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Rois,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Rois,PP,15/06/2019,
Galicia,Pontevedra,"Rosal, O",PP,16/06/2007,11/06/2011
Galicia,Pontevedra,"Rosal, O",PP,11/06/2011,13/06/2015
Galicia,Pontevedra,"Rosal, O",PP,13/06/2015,30/01/2018
Galicia,Pontevedra,"Rosal, O",PP,10/02/2018,15/06/2019
Galicia,Pontevedra,"Rosal, O",BNG,15/06/2019,
Galicia,Ourense,Rubiá,PP,16/06/2007,11/06/2011
Galicia,Ourense,Rubiá,PP,11/06/2011,13/06/2015
Galicia,Ourense,Rubiá,PP,13/06/2015,15/06/2019
Galicia,Ourense,Rubiá,PP,15/06/2019,
Galicia,Lugo                                              ,RÁBADE,IND,14/06/2003,
Galicia,Ourense                                           ,RÚA (A),PP,14/06/2003,01/07/2003
Galicia,Ourense                                           ,RÚA (A),IND,01/07/2003,
Galicia,Lugo,Rábade,OTROS,16/06/2007,11/06/2011
Galicia,Lugo,Rábade,IND,11/06/2011,13/06/2015
Galicia,Lugo,Rábade,OTROS,13/06/2015,15/06/2019
Galicia,Lugo,Rábade,IND,15/06/2019,
Galicia,Ourense,"Rúa, A",OTROS,16/06/2007,11/06/2009
Galicia,Ourense,"Rúa, A",PSOE,20/06/2009,11/06/2011
Galicia,Ourense,"Rúa, A",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Rúa, A",BNG,13/06/2015,20/06/2017
Galicia,Ourense,"Rúa, A",PSOE,24/06/2017,15/06/2019
Galicia,Ourense,"Rúa, A",PP,15/06/2019,
Galicia,"Coruña, A                                         ",SADA,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",SADA,BNG,14/06/2003,19/01/2004
Galicia,"Coruña, A                                         ",SADA,PP,19/02/2004,
Galicia,Pontevedra                                        ,SALCEDA DE CASELAS,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,SALCEDA DE CASELAS,PP,14/06/2003,
Galicia,Pontevedra                                        ,SALVATERRA DE MIÑO,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,SALVATERRA DE MIÑO,PP,14/06/2003,
Galicia,Lugo                                              ,SAMOS,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,SAMOS,PP,14/06/2003,
Galicia,Ourense                                           ,SAN AMARO,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,SAN AMARO,PP,14/06/2003,
Galicia,Ourense                                           ,SAN CIBRAO DAS VIÑAS,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,SAN CIBRAO DAS VIÑAS,PP,14/06/2003,
Galicia,Ourense                                           ,SAN CRISTOVO DE CEA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,SAN CRISTOVO DE CEA,PP,14/06/2003,
Galicia,"Coruña, A                                         ",SAN SADURNIÑO,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",SAN SADURNIÑO,PP,14/06/2003,
Galicia,Ourense                                           ,SAN XOAN DE RIO,PP,03/07/1999,
Galicia,Ourense                                           ,SAN XOÁN DE RÍO,IND,04/07/2003,
Galicia,Ourense                                           ,SANDIAS,PP,03/07/1999,
Galicia,Ourense                                           ,SANDIÁS,PP,14/06/2003,
Galicia,"Coruña, A                                         ",SANTA COMBA,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",SANTA COMBA,PP,14/06/2003,
Galicia,"Coruña, A                                         ",SANTIAGO DE COMPOSTELA,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",SANTIAGO DE COMPOSTELA,PSOE,14/06/2003,
Galicia,"Coruña, A                                         ",SANTISO,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",SANTISO,PP,14/06/2003,
Galicia,Pontevedra                                        ,SANXENXO,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,SANXENXO,PP,14/06/2003,
Galicia,Ourense                                           ,SARREAUS,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,SARREAUS,PP,14/06/2003,
Galicia,Lugo                                              ,SARRIA,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,SARRIA,IND,14/06/2003,
Galicia,Lugo                                              ,SAVIÑAO (O),PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,SAVIÑAO (O),PP,14/06/2003,
Galicia,Pontevedra                                        ,SILLEDA,PP,03/07/1999,04/07/2003
Galicia,Pontevedra                                        ,SILLEDA,PP,04/07/2003,
Galicia,Lugo                                              ,SOBER,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,SOBER,PP,14/06/2003,
Galicia,"Coruña, A                                         ",SOBRADO,PP,14/06/2003,
Galicia,"Coruña, A                                         ",SOBRADO DOS MONXES,PP,03/07/1999,
Galicia,"Coruña, A                                         ",SOMOZAS (AS),PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",SOMOZAS (AS),PP,14/06/2003,
Galicia,Pontevedra                                        ,SOUTOMAIOR,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,SOUTOMAIOR,PP,14/06/2003,
Galicia,"Coruña, A",Sada,BNG,16/06/2007,11/06/2011
Galicia,"Coruña, A",Sada,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Sada,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Sada,OTROS,15/06/2019,18/11/2022
Galicia,"Coruña, A",Sada,OTROS,18/11/2022,
Galicia,Pontevedra,Salceda de Caselas,BNG,16/06/2007,11/06/2011
Galicia,Pontevedra,Salceda de Caselas,BNG,11/06/2011,26/04/2013
Galicia,Pontevedra,Salceda de Caselas,N.ADS.,26/04/2013,13/06/2015
Galicia,Pontevedra,Salceda de Caselas,OTROS,13/06/2015,15/06/2019
Galicia,Pontevedra,Salceda de Caselas,OTROS,15/06/2019,14/06/2021
Galicia,Pontevedra,Salceda de Caselas,PSOE,15/06/2021,
Galicia,Pontevedra,Salvaterra de Miño,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Salvaterra de Miño,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Salvaterra de Miño,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Salvaterra de Miño,PP,15/06/2019,
Galicia,Lugo,Samos,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Samos,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Samos,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Samos,N.ADS.,15/06/2019,
Galicia,Ourense,San Amaro,PP,16/06/2007,11/06/2011
Galicia,Ourense,San Amaro,PP,11/06/2011,13/06/2015
Galicia,Ourense,San Amaro,PP,13/06/2015,03/12/2018
Galicia,Ourense,San Amaro,PP,11/12/2018,15/06/2019
Galicia,Ourense,San Amaro,PSOE,15/06/2019,17/09/2019
Galicia,Ourense,San Amaro,PSOE,06/11/2019,30/09/2021
Galicia,Ourense,San Amaro,PP,25/10/2021,
Galicia,Ourense,San Cibrao das Viñas,PP,16/06/2007,11/06/2011
Galicia,Ourense,San Cibrao das Viñas,PP,11/06/2011,13/06/2015
Galicia,Ourense,San Cibrao das Viñas,PP,13/06/2015,15/06/2019
Galicia,Ourense,San Cibrao das Viñas,PP,15/06/2019,
Galicia,Ourense,San Cristovo de Cea,PP,16/06/2007,11/06/2011
Galicia,Ourense,San Cristovo de Cea,PP,11/06/2011,13/06/2015
Galicia,Ourense,San Cristovo de Cea,PP,13/06/2015,15/06/2019
Galicia,Ourense,San Cristovo de Cea,PP,15/06/2019,
Galicia,"Coruña, A",San Sadurniño,BNG,16/06/2007,18/06/2011
Galicia,"Coruña, A",San Sadurniño,BNG,18/06/2011,13/06/2015
Galicia,"Coruña, A",San Sadurniño,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",San Sadurniño,BNG,15/06/2019,
Galicia,Ourense,San Xoán de Río,PSOE,16/06/2007,19/10/2009
Galicia,Ourense,San Xoán de Río,PSOE,26/10/2009,11/06/2011
Galicia,Ourense,San Xoán de Río,PP,11/06/2011,13/06/2015
Galicia,Ourense,San Xoán de Río,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,San Xoán de Río,OTROS,15/06/2019,
Galicia,Ourense,Sandiás,PP,16/06/2007,11/06/2011
Galicia,Ourense,Sandiás,PP,11/06/2011,13/06/2015
Galicia,Ourense,Sandiás,OTROS,13/06/2015,15/06/2019
Galicia,Ourense,Sandiás,OTROS,15/06/2019,
Galicia,"Coruña, A",Santa Comba,PSOE,06/07/2007,25/02/2008
Galicia,"Coruña, A",Santa Comba,OTROS,25/02/2008,11/06/2011
Galicia,"Coruña, A",Santa Comba,PP,11/06/2011,08/11/2014
Galicia,"Coruña, A",Santa Comba,PP,27/11/2014,13/06/2015
Galicia,"Coruña, A",Santa Comba,PSOE,13/06/2015,26/05/2016
Galicia,"Coruña, A",Santa Comba,PP,26/05/2016,15/06/2019
Galicia,"Coruña, A",Santa Comba,CxG,15/06/2019,15/06/2021
Galicia,"Coruña, A",Santa Comba,PP,15/06/2021,
Galicia,"Coruña, A",Santiago de Compostela,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Santiago de Compostela,PP,11/06/2011,16/04/2012
Galicia,"Coruña, A",Santiago de Compostela,PP,17/04/2012,08/07/2014
Galicia,"Coruña, A",Santiago de Compostela,PP,08/07/2014,13/06/2015
Galicia,"Coruña, A",Santiago de Compostela,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Santiago de Compostela,PSOE,15/06/2019,
Galicia,"Coruña, A",Santiso,OTROS,16/06/2007,11/06/2011
Galicia,"Coruña, A",Santiso,PSOE,11/06/2011,09/07/2013
Galicia,"Coruña, A",Santiso,BNG,09/07/2013,13/06/2015
Galicia,"Coruña, A",Santiso,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",Santiso,BNG,15/06/2019,
Galicia,Pontevedra,Sanxenxo,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Sanxenxo,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Sanxenxo,OTROS,13/06/2015,29/05/2017
Galicia,Pontevedra,Sanxenxo,PP,31/05/2017,15/06/2019
Galicia,Pontevedra,Sanxenxo,PP,15/06/2019,
Galicia,Ourense,Sarreaus,PP,16/06/2007,11/06/2011
Galicia,Ourense,Sarreaus,PP,11/06/2011,13/06/2015
Galicia,Ourense,Sarreaus,PP,13/06/2015,15/06/2019
Galicia,Ourense,Sarreaus,PP,15/06/2019,
Galicia,Lugo,Sarria,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Sarria,PP,11/06/2011,13/06/2015
Galicia,Lugo,Sarria,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Sarria,OTROS,15/06/2019,
Galicia,Lugo,"Saviñao, O",PP,16/06/2007,11/06/2011
Galicia,Lugo,"Saviñao, O",PP,11/06/2011,13/06/2015
Galicia,Lugo,"Saviñao, O",PP,13/06/2015,15/06/2019
Galicia,Lugo,"Saviñao, O",PP,15/06/2019,
Galicia,Pontevedra,Silleda,PSOE,16/06/2007,19/10/2009
Galicia,Pontevedra,Silleda,N.ADS.,19/10/2009,11/06/2011
Galicia,Pontevedra,Silleda,PSOE,11/06/2011,16/07/2013
Galicia,Pontevedra,Silleda,PSOE,19/07/2013,13/06/2015
Galicia,Pontevedra,Silleda,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Silleda,PSOE,15/06/2019,
Galicia,Lugo,Sober,PP,16/06/2007,19/01/2009
Galicia,Lugo,Sober,PP,29/01/2009,11/06/2011
Galicia,Lugo,Sober,PP,11/06/2011,13/06/2015
Galicia,Lugo,Sober,PP,13/06/2015,15/06/2019
Galicia,Lugo,Sober,PP,15/06/2019,
Galicia,"Coruña, A",Sobrado,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Sobrado,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Sobrado,PSOE,13/06/2015,28/03/2017
Galicia,"Coruña, A",Sobrado,OTROS,28/03/2017,12/04/2018
Galicia,"Coruña, A",Sobrado,PSOE,12/04/2018,15/06/2019
Galicia,"Coruña, A",Sobrado,PSOE,15/06/2019,
Galicia,"Coruña, A","Somozas, As",PP,16/06/2007,11/06/2011
Galicia,"Coruña, A","Somozas, As",PP,11/06/2011,19/01/2014
Galicia,"Coruña, A","Somozas, As",PP,27/01/2014,13/06/2015
Galicia,"Coruña, A","Somozas, As",PP,13/06/2015,15/06/2019
Galicia,"Coruña, A","Somozas, As",PP,15/06/2019,
Galicia,Pontevedra,Soutomaior,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Soutomaior,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Soutomaior,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Soutomaior,PP,15/06/2019,
Galicia,Lugo                                              ,TABOADA,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,TABOADA,PP,14/06/2003,
Galicia,Ourense                                           ,TABOADELA,PP,05/07/1999,14/06/2003
Galicia,Ourense                                           ,TABOADELA,PP,14/06/2003,
Galicia,Ourense                                           ,TEIXEIRA (A),PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,TEIXEIRA (A),PP,14/06/2003,
Galicia,"Coruña, A                                         ",TEO,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",TEO,PP,14/06/2003,
Galicia,Ourense                                           ,TOEN,PP,03/07/1999,
Galicia,Pontevedra                                        ,TOMIÑO,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,TOMIÑO,PP,14/06/2003,
Galicia,"Coruña, A                                         ",TOQUES,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",TOQUES,PP,14/06/2003,
Galicia,"Coruña, A                                         ",TORDOIA,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",TORDOIA,PP,14/06/2003,
Galicia,"Coruña, A                                         ",TOURO,OTROS,13/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",TOURO,PP,14/06/2003,
Galicia,Ourense                                           ,TOÉN,PP,14/06/2003,
Galicia,Lugo                                              ,TRABADA,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,TRABADA,PP,14/06/2003,
Galicia,Ourense                                           ,TRASMIRAS,PSOE,03/07/1999,14/06/2003
Galicia,Ourense                                           ,TRASMIRAS,PP,14/06/2003,17/07/2006
Galicia,Ourense                                           ,TRASMIRAS,PP,10/08/2006,
Galicia,"Coruña, A                                         ",TRAZO,PP,03/07/1999,12/01/2002
Galicia,"Coruña, A                                         ",TRAZO,PP,26/01/2002,14/06/2003
Galicia,"Coruña, A                                         ",TRAZO,PP,14/06/2003,
Galicia,Lugo                                              ,TRIACASTELA,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,TRIACASTELA,PSOE,14/06/2003,
Galicia,Pontevedra                                        ,TUI,IND,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,TUI,PP,14/06/2003,
Galicia,Lugo,Taboada,PP,16/06/2007,06/07/2009
Galicia,Lugo,Taboada,PP,06/07/2009,11/06/2011
Galicia,Lugo,Taboada,PP,11/06/2011,13/06/2015
Galicia,Lugo,Taboada,PP,13/06/2015,15/06/2019
Galicia,Lugo,Taboada,PP,15/06/2019,
Galicia,Ourense,Taboadela,PP,16/06/2007,11/06/2011
Galicia,Ourense,Taboadela,PP,11/06/2011,13/06/2015
Galicia,Ourense,Taboadela,PP,13/06/2015,15/06/2019
Galicia,Ourense,Taboadela,PSOE,15/06/2019,
Galicia,Ourense,"Teixeira, A",PP,16/06/2007,11/06/2011
Galicia,Ourense,"Teixeira, A",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Teixeira, A",PP,13/06/2015,15/06/2019
Galicia,Ourense,"Teixeira, A",PP,15/06/2019,
Galicia,"Coruña, A",Teo,BNG,16/06/2007,11/06/2011
Galicia,"Coruña, A",Teo,BNG,11/06/2011,01/03/2012
Galicia,"Coruña, A",Teo,N.ADS.,01/03/2012,13/06/2015
Galicia,"Coruña, A",Teo,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Teo,OTROS,15/06/2019,
Galicia,Pontevedra,Tomiño,BNG,16/06/2007,11/06/2011
Galicia,Pontevedra,Tomiño,BNG,11/06/2011,13/06/2015
Galicia,Pontevedra,Tomiño,BNG,13/06/2015,15/06/2019
Galicia,Pontevedra,Tomiño,BNG,15/06/2019,
Galicia,"Coruña, A",Toques,PSOE,16/06/2007,27/07/2009
Galicia,"Coruña, A",Toques,PP,06/08/2009,11/06/2011
Galicia,"Coruña, A",Toques,PP,11/06/2011,12/09/2013
Galicia,"Coruña, A",Toques,OTROS,19/09/2013,13/06/2015
Galicia,"Coruña, A",Toques,BNG,13/06/2015,19/01/2018
Galicia,"Coruña, A",Toques,PSOE,19/01/2018,15/06/2019
Galicia,"Coruña, A",Toques,PSOE,15/06/2019,18/06/2021
Galicia,"Coruña, A",Toques,BNG,18/06/2021,
Galicia,"Coruña, A",Tordoia,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Tordoia,PP,11/06/2011,03/07/2015
Galicia,"Coruña, A",Tordoia,PP,03/07/2015,15/06/2019
Galicia,"Coruña, A",Tordoia,PP,15/06/2019,
Galicia,"Coruña, A",Touro,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Touro,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Touro,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Touro,PP,15/06/2019,
Galicia,Ourense,Toén,PP,16/06/2007,11/06/2011
Galicia,Ourense,Toén,PP,11/06/2011,13/06/2015
Galicia,Ourense,Toén,PP,13/06/2015,15/06/2019
Galicia,Ourense,Toén,PP,15/06/2019,
Galicia,Lugo,Trabada,PP,16/06/2007,11/06/2011
Galicia,Lugo,Trabada,PP,11/06/2011,13/06/2015
Galicia,Lugo,Trabada,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Trabada,PSOE,15/06/2019,
Galicia,Ourense,Trasmiras,PP,16/06/2007,11/06/2011
Galicia,Ourense,Trasmiras,PP,11/06/2011,13/06/2015
Galicia,Ourense,Trasmiras,PP,13/06/2015,15/06/2019
Galicia,Ourense,Trasmiras,PP,15/06/2019,
Galicia,"Coruña, A",Trazo,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Trazo,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Trazo,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Trazo,PP,15/06/2019,
Galicia,Lugo,Triacastela,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Triacastela,PP,11/06/2011,13/06/2015
Galicia,Lugo,Triacastela,PP,13/06/2015,15/06/2019
Galicia,Lugo,Triacastela,PP,15/06/2019,
Galicia,Pontevedra,Tui,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Tui,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Tui,PSOE,13/06/2015,17/10/2017
Galicia,Pontevedra,Tui,OTROS,17/10/2017,15/06/2019
Galicia,Pontevedra,Tui,PSOE,15/06/2019,
Galicia,"Coruña, A                                         ",VAL DO DUBRA,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",VAL DO DUBRA,PP,14/06/2003,
Galicia,Lugo                                              ,VALADOURO (O),PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,VALADOURO (O),PP,14/06/2003,
Galicia,"Coruña, A                                         ",VALDOVIÑO,IND,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",VALDOVIÑO,OTROS,14/06/2003,
Galicia,Pontevedra                                        ,VALGA,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,VALGA,PP,14/06/2003,
Galicia,"Coruña, A                                         ",VEDRA,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",VEDRA,PSOE,14/06/2003,
Galicia,Ourense                                           ,VEIGA (A),PP,13/07/1999,14/06/2003
Galicia,Ourense                                           ,VEIGA (A),PP,14/06/2003,
Galicia,Ourense                                           ,VEREA,PSOE,03/07/1999,14/06/2003
Galicia,Ourense                                           ,VEREA,PSOE,14/06/2003,26/07/2004
Galicia,Ourense                                           ,VEREA,PP,26/07/2004,
Galicia,Ourense                                           ,VERIN,PP,03/07/1999,
Galicia,Ourense                                           ,VERÍN,PP,14/06/2003,20/04/2004
Galicia,Ourense                                           ,VERÍN,PSOE,20/04/2004,
Galicia,Ourense                                           ,VIANA DO BOLO,PSOE,03/07/1999,14/06/2003
Galicia,Ourense                                           ,VIANA DO BOLO,PP,14/06/2003,
Galicia,Lugo                                              ,VICEDO (O),IND,03/07/1999,30/01/2001
Galicia,Lugo                                              ,VICEDO (O),IND,09/02/2001,14/06/2003
Galicia,Lugo                                              ,VICEDO (O),PP,14/06/2003,
Galicia,Pontevedra                                        ,VIGO,BNG,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,VIGO,PSOE,14/06/2003,13/12/2003
Galicia,Pontevedra                                        ,VIGO,PP,13/12/2003,13/12/2003
Galicia,Pontevedra                                        ,VIGO,PP,13/12/2003,
Galicia,Pontevedra                                        ,VILA DE CRUCES,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,VILA DE CRUCES,PP,14/06/2003,
Galicia,Pontevedra                                        ,VILABOA,BNG,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,VILABOA,PSOE,14/06/2003,
Galicia,Pontevedra                                        ,VILAGARCIA DE AROUSA,PSOE,03/07/1999,
Galicia,Pontevedra                                        ,VILAGARCÍA DE AROUSA,PSOE,14/06/2003,
Galicia,Lugo                                              ,VILALBA,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,VILALBA,PP,14/06/2003,12/05/2005
Galicia,Lugo                                              ,VILALBA,PP,14/06/2003,12/05/2005
Galicia,Lugo                                              ,VILALBA,PP,18/05/2005,
Galicia,Ourense                                           ,VILAMARIN,PP,03/07/1999,
Galicia,Ourense                                           ,VILAMARTIN DE VALDEORRAS,PP,03/07/1999,
Galicia,Ourense                                           ,VILAMARTÍN DE VALDEORRAS,PP,14/06/2003,
Galicia,Ourense                                           ,VILAMARÍN,PP,14/06/2003,
Galicia,Pontevedra                                        ,VILANOVA DE AROUSA,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,VILANOVA DE AROUSA,PP,14/06/2003,
Galicia,Ourense                                           ,VILAR DE BARRIO,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,VILAR DE BARRIO,PP,14/06/2003,
Galicia,Ourense                                           ,VILAR DE SANTOS,BNG,03/07/1999,14/06/2003
Galicia,Ourense                                           ,VILAR DE SANTOS,BNG,14/06/2003,01/09/2005
Galicia,Ourense                                           ,VILAR DE SANTOS,BNG,10/09/2005,
Galicia,Ourense                                           ,VILARDEVOS,PSOE,03/07/1999,
Galicia,Ourense                                           ,VILARDEVÓS,PSOE,14/06/2003,
Galicia,Ourense                                           ,VILARIÑO DE CONSO,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,VILARIÑO DE CONSO,PP,14/06/2003,
Galicia,"Coruña, A                                         ",VILARMAIOR,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",VILARMAIOR,PP,14/06/2003,
Galicia,"Coruña, A                                         ",VILASANTAR,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",VILASANTAR,PP,14/06/2003,
Galicia,"Coruña, A                                         ",VIMIANZO,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",VIMIANZO,PSOE,14/06/2003,
Galicia,Lugo                                              ,VIVEIRO,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,VIVEIRO,PSOE,14/06/2003,
Galicia,"Coruña, A",Val do Dubra,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Val do Dubra,PP,11/06/2011,10/10/2011
Galicia,"Coruña, A",Val do Dubra,PP,20/10/2011,13/06/2015
Galicia,"Coruña, A",Val do Dubra,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Val do Dubra,PP,15/06/2019,
Galicia,Lugo,"Valadouro, O",PP,16/06/2007,11/06/2011
Galicia,Lugo,"Valadouro, O",PP,11/06/2011,04/06/2013
Galicia,Lugo,"Valadouro, O",PSOE,04/06/2013,13/06/2015
Galicia,Lugo,"Valadouro, O",PSOE,13/06/2015,15/06/2019
